1.00,0.83,0.87,0.80,0.87,0.83,0.88,0.86,0.88,0.84,0.84,0.88,0.82,0.87,0.87,0.83,0.85,0.86,0.84,0.90
0.83,1.00,0.88,0.91,0.91,0.90,0.89,0.87,0.90,0.91,0.91,0.86,0.94,0.86,0.86,0.92,0.89,0.89,0.85,0.85
0.87,0.88,1.00,0.88,0.88,0.89,0.87,0.86,0.92,0.91,0.87,0.87,0.88,0.91,0.87,0.89,0.87,0.84,0.82,0.90
0.80,0.91,0.88,1.00,0.88,0.91,0.89,0.85,0.89,0.91,0.89,0.82,0.91,0.85,0.82,0.91,0.88,0.89,0.84,0.85
0.87,0.91,0.88,0.88,1.00,0.88,0.92,0.88,0.91,0.93,0.89,0.87,0.90,0.88,0.86,0.91,0.93,0.89,0.87,0.87
0.83,0.90,0.89,0.91,0.88,1.00,0.90,0.90,0.90,0.88,0.89,0.86,0.88,0.88,0.85,0.92,0.88,0.87,0.85,0.90
0.88,0.89,0.87,0.89,0.92,0.90,1.00,0.91,0.91,0.89,0.90,0.87,0.89,0.90,0.85,0.90,0.90,0.91,0.88,0.90
0.86,0.87,0.86,0.85,0.88,0.90,0.91,1.00,0.88,0.85,0.86,0.88,0.84,0.91,0.86,0.86,0.91,0.89,0.84,0.90
0.88,0.90,0.92,0.89,0.91,0.90,0.91,0.88,1.00,0.91,0.91,0.89,0.90,0.89,0.88,0.90,0.91,0.88,0.88,0.88
0.84,0.91,0.91,0.91,0.93,0.88,0.89,0.85,0.91,1.00,0.90,0.85,0.92,0.86,0.86,0.91,0.90,0.88,0.86,0.85
0.84,0.91,0.87,0.89,0.89,0.89,0.90,0.86,0.91,0.90,1.00,0.88,0.92,0.86,0.89,0.90,0.90,0.91,0.86,0.87
0.88,0.86,0.87,0.82,0.87,0.86,0.87,0.88,0.89,0.85,0.88,1.00,0.87,0.89,0.88,0.82,0.88,0.85,0.84,0.87
0.82,0.94,0.88,0.91,0.90,0.88,0.89,0.84,0.90,0.92,0.92,0.87,1.00,0.85,0.84,0.90,0.88,0.88,0.81,0.83
0.87,0.86,0.91,0.85,0.88,0.88,0.90,0.91,0.89,0.86,0.86,0.89,0.85,1.00,0.86,0.85,0.89,0.86,0.79,0.93
0.87,0.86,0.87,0.82,0.86,0.85,0.85,0.86,0.88,0.86,0.89,0.88,0.84,0.86,1.00,0.85,0.88,0.87,0.84,0.86
0.83,0.92,0.89,0.91,0.91,0.92,0.90,0.86,0.90,0.91,0.90,0.82,0.90,0.85,0.85,1.00,0.87,0.86,0.85,0.87
0.85,0.89,0.87,0.88,0.93,0.88,0.90,0.91,0.91,0.90,0.90,0.88,0.88,0.89,0.88,0.87,1.00,0.90,0.86,0.87
0.86,0.89,0.84,0.89,0.89,0.87,0.91,0.89,0.88,0.88,0.91,0.85,0.88,0.86,0.87,0.86,0.90,1.00,0.88,0.84
0.84,0.85,0.82,0.84,0.87,0.85,0.88,0.84,0.88,0.86,0.86,0.84,0.81,0.79,0.84,0.85,0.86,0.88,1.00,0.82
0.90,0.85,0.90,0.85,0.87,0.90,0.90,0.90,0.88,0.85,0.87,0.87,0.83,0.93,0.86,0.87,0.87,0.84,0.82,1.00
