1.00,0.78,0.87,0.76,0.83,0.80,0.81,0.85,0.81,0.74,0.78,0.82,0.75,0.77,0.78,0.86,0.77,0.87,0.80,0.83
0.78,1.00,0.83,0.84,0.84,0.84,0.84,0.81,0.86,0.81,0.81,0.83,0.77,0.79,0.87,0.82,0.85,0.86,0.84,0.80
0.87,0.83,1.00,0.84,0.90,0.88,0.85,0.92,0.88,0.80,0.87,0.82,0.83,0.86,0.89,0.92,0.85,0.90,0.85,0.88
0.76,0.84,0.84,1.00,0.82,0.83,0.79,0.83,0.85,0.80,0.85,0.78,0.76,0.81,0.86,0.81,0.79,0.85,0.82,0.82
0.83,0.84,0.90,0.82,1.00,0.88,0.85,0.90,0.88,0.81,0.85,0.85,0.82,0.81,0.87,0.85,0.83,0.91,0.82,0.84
0.80,0.84,0.88,0.83,0.88,1.00,0.88,0.87,0.90,0.81,0.85,0.80,0.79,0.86,0.88,0.88,0.84,0.89,0.86,0.86
0.81,0.84,0.85,0.79,0.85,0.88,1.00,0.84,0.87,0.77,0.79,0.78,0.75,0.80,0.84,0.82,0.84,0.86,0.85,0.82
0.85,0.81,0.92,0.83,0.90,0.87,0.84,1.00,0.87,0.83,0.88,0.83,0.85,0.89,0.86,0.89,0.86,0.90,0.83,0.88
0.81,0.86,0.88,0.85,0.88,0.90,0.87,0.87,1.00,0.81,0.87,0.78,0.82,0.85,0.90,0.89,0.85,0.88,0.87,0.84
0.74,0.81,0.80,0.80,0.81,0.81,0.77,0.83,0.81,1.00,0.86,0.77,0.83,0.78,0.85,0.78,0.85,0.79,0.82,0.77
0.78,0.81,0.87,0.85,0.85,0.85,0.79,0.88,0.87,0.86,1.00,0.77,0.88,0.86,0.90,0.85,0.83,0.84,0.85,0.85
0.82,0.83,0.82,0.78,0.85,0.80,0.78,0.83,0.78,0.77,0.77,1.00,0.77,0.80,0.79,0.79,0.80,0.84,0.75,0.79
0.75,0.77,0.83,0.76,0.82,0.79,0.75,0.85,0.82,0.83,0.88,0.77,1.00,0.79,0.86,0.82,0.85,0.76,0.78,0.77
0.77,0.79,0.86,0.81,0.81,0.86,0.80,0.89,0.85,0.78,0.86,0.80,0.79,1.00,0.87,0.85,0.80,0.84,0.82,0.86
0.78,0.87,0.89,0.86,0.87,0.88,0.84,0.86,0.90,0.85,0.90,0.79,0.86,0.87,1.00,0.85,0.85,0.86,0.87,0.85
0.86,0.82,0.92,0.81,0.85,0.88,0.82,0.89,0.89,0.78,0.85,0.79,0.82,0.85,0.85,1.00,0.81,0.89,0.83,0.87
0.77,0.85,0.85,0.79,0.83,0.84,0.84,0.86,0.85,0.85,0.83,0.80,0.85,0.80,0.85,0.81,1.00,0.82,0.84,0.78
0.87,0.86,0.90,0.85,0.91,0.89,0.86,0.90,0.88,0.79,0.84,0.84,0.76,0.84,0.86,0.89,0.82,1.00,0.84,0.88
0.80,0.84,0.85,0.82,0.82,0.86,0.85,0.83,0.87,0.82,0.85,0.75,0.78,0.82,0.87,0.83,0.84,0.84,1.00,0.82
0.83,0.80,0.88,0.82,0.84,0.86,0.82,0.88,0.84,0.77,0.85,0.79,0.77,0.86,0.85,0.87,0.78,0.88,0.82,1.00
