1.00,0.69,0.84,0.80,0.71,0.62,0.66,-0.03,0.74,0.82,0.71,0.65,0.71,0.79,0.71,0.67,0.70,0.78,0.66,0.71,0.78,0.75,0.72,0.77,0.77,0.73,0.82,0.76,0.66,0.74,0.83,0.76,0.79,0.87,0.72,0.78,0.78,0.76,0.81,0.71,0.72,0.65,0.72,0.75,0.75,0.74,0.71,0.73,0.78,0.77
0.69,1.00,0.75,0.77,0.79,0.67,0.72,0.01,0.63,0.71,0.78,0.75,0.73,0.66,0.73,0.72,0.80,0.74,0.78,0.77,0.78,0.81,0.82,0.79,0.71,0.72,0.82,0.74,0.73,0.90,0.80,0.82,0.83,0.73,0.85,0.75,0.70,0.78,0.80,0.76,0.69,0.68,0.76,0.69,0.68,0.80,0.68,0.72,0.74,0.76
0.84,0.75,1.00,0.83,0.77,0.70,0.75,-0.06,0.77,0.86,0.79,0.74,0.82,0.78,0.78,0.76,0.76,0.81,0.77,0.77,0.82,0.81,0.77,0.85,0.84,0.79,0.86,0.76,0.74,0.80,0.84,0.85,0.84,0.85,0.77,0.87,0.84,0.82,0.80,0.82,0.75,0.72,0.84,0.86,0.79,0.82,0.75,0.76,0.84,0.84
0.80,0.77,0.83,1.00,0.80,0.71,0.72,-0.00,0.73,0.84,0.78,0.74,0.73,0.78,0.81,0.73,0.73,0.80,0.73,0.78,0.80,0.81,0.76,0.84,0.81,0.78,0.81,0.76,0.76,0.79,0.86,0.83,0.86,0.82,0.76,0.83,0.76,0.80,0.82,0.79,0.76,0.74,0.76,0.78,0.79,0.84,0.74,0.73,0.77,0.81
0.71,0.79,0.77,0.80,1.00,0.70,0.80,0.03,0.68,0.69,0.82,0.79,0.74,0.75,0.74,0.69,0.75,0.77,0.80,0.76,0.84,0.80,0.82,0.76,0.78,0.74,0.81,0.78,0.74,0.83,0.86,0.84,0.87,0.79,0.78,0.80,0.74,0.80,0.84,0.79,0.73,0.73,0.77,0.71,0.76,0.84,0.68,0.71,0.79,0.85
0.62,0.67,0.70,0.71,0.70,1.00,0.84,-0.01,0.72,0.74,0.86,0.73,0.72,0.56,0.65,0.69,0.73,0.72,0.82,0.79,0.69,0.69,0.83,0.74,0.74,0.75,0.76,0.81,0.82,0.74,0.72,0.68,0.72,0.78,0.75,0.75,0.68,0.78,0.81,0.77,0.70,0.62,0.71,0.65,0.78,0.73,0.73,0.73,0.74,0.70
0.66,0.72,0.75,0.72,0.80,0.84,1.00,-0.00,0.72,0.74,0.85,0.83,0.87,0.66,0.79,0.81,0.77,0.81,0.87,0.78,0.80,0.80,0.85,0.81,0.79,0.75,0.83,0.78,0.71,0.80,0.75,0.83,0.80,0.77,0.82,0.84,0.80,0.79,0.82,0.84,0.70,0.73,0.82,0.74,0.75,0.83,0.82,0.72,0.83,0.75
-0.03,0.01,-0.06,-0.00,0.03,-0.01,-0.00,1.00,0.01,-0.05,-0.01,0.01,-0.05,-0.03,-0.00,-0.05,-0.01,0.01,-0.02,-0.03,-0.01,0.00,-0.02,-0.04,-0.01,-0.03,-0.04,-0.04,0.01,0.00,0.04,-0.05,0.01,-0.03,-0.02,-0.03,-0.04,-0.02,0.00,-0.01,0.02,-0.00,-0.02,-0.07,-0.01,-0.02,-0.04,0.01,-0.08,-0.01
0.74,0.63,0.77,0.73,0.68,0.72,0.72,0.01,1.00,0.76,0.72,0.68,0.74,0.71,0.71,0.69,0.70,0.81,0.77,0.69,0.77,0.74,0.68,0.70,0.74,0.65,0.77,0.69,0.65,0.73,0.76,0.70,0.70,0.74,0.68,0.73,0.75,0.79,0.70,0.77,0.64,0.73,0.76,0.71,0.71,0.71,0.80,0.76,0.78,0.75
0.82,0.71,0.86,0.84,0.69,0.74,0.74,-0.05,0.76,1.00,0.80,0.73,0.79,0.79,0.80,0.76,0.81,0.80,0.74,0.84,0.83,0.76,0.76,0.85,0.78,0.78,0.86,0.79,0.75,0.76,0.84,0.79,0.82,0.82,0.77,0.85,0.83,0.79,0.79,0.74,0.80,0.66,0.80,0.78,0.76,0.79,0.81,0.76,0.82,0.80
0.71,0.78,0.79,0.78,0.82,0.86,0.85,-0.01,0.72,0.80,1.00,0.82,0.81,0.65,0.72,0.74,0.81,0.82,0.80,0.78,0.81,0.83,0.93,0.80,0.81,0.76,0.83,0.86,0.82,0.86,0.81,0.80,0.84,0.83,0.86,0.81,0.73,0.86,0.89,0.81,0.71,0.64,0.79,0.71,0.81,0.84,0.78,0.76,0.81,0.82
0.65,0.75,0.74,0.74,0.79,0.73,0.83,0.01,0.68,0.73,0.82,1.00,0.80,0.70,0.77,0.82,0.75,0.78,0.78,0.78,0.81,0.76,0.82,0.82,0.79,0.76,0.83,0.72,0.70,0.78,0.74,0.81,0.82,0.68,0.80,0.80,0.79,0.77,0.76,0.78,0.67,0.64,0.81,0.79,0.75,0.80,0.72,0.71,0.77,0.77
0.71,0.73,0.82,0.73,0.74,0.72,0.87,-0.05,0.74,0.79,0.81,0.80,1.00,0.67,0.82,0.85,0.78,0.83,0.82,0.76,0.84,0.83,0.81,0.84,0.81,0.75,0.85,0.74,0.68,0.82,0.74,0.84,0.81,0.77,0.82,0.83,0.81,0.79,0.79,0.82,0.71,0.69,0.86,0.76,0.72,0.82,0.83,0.75,0.85,0.79
0.79,0.66,0.78,0.78,0.75,0.56,0.66,-0.03,0.71,0.79,0.65,0.70,0.67,1.00,0.75,0.76,0.71,0.73,0.67,0.79,0.78,0.69,0.67,0.74,0.75,0.70,0.80,0.67,0.63,0.69,0.79,0.78,0.77,0.72,0.66,0.81,0.84,0.72,0.69,0.72,0.68,0.73,0.71,0.78,0.70,0.72,0.65,0.65,0.75,0.74
